localization_key,English_reference,English_display
ph_p_petr_z_pi_jestli_se__PbVf,"If you really get your hands on it, you need to get away with it first. As far away as we can. Margrave Jobst will find some use for it later.","If you really do get your hands on the silver, you need to get away with it first. As far away as possible. Margrave Jobst will find some use for it later."
ph_p_petr_z_pi_pomalu_hoc_wszX,"Easy, boy. You haven't even got the silver yet.","Don't count your chickens before they're hatched, lad!"
ph_p_petr_z_pi_to_me_prav_vrUv,"That I do not know, and I fear the day we find out, because if I know one thing about Otto, it is that he never acts recklessly.","That I do not know, and I fear the day we find out, because if I know one thing about Otto, it's that he never acts recklessly."
ph_p_petr_z_pi_to_vis_ze__7cmo,You bet I do. But there are several likely explanations.,Indeed I do. But there are several likely explanations.
ph_p_ptacek_a_zivot_rutha_xUDA,You don't think the life of our ally's daughter is valuable enough? Be careful. Your heart's getting awfully cold when you're among this bunch…,You don't think the life of our ally's daughter is valuable enough? Be careful. Your heart's getting awfully cold when you're among that bunch…
ph_p_ptacek_ale_ale_poves_uFR5,"Well, well, well? Is little Hal jealous?","Well, well! Is our Henry a little jealous?"
ph_p_ptacek_ale_vis_co_de_OoLB,You know how it is. !P De gustibus non est disputandum.,"Well, as they say ""De gustibus non est disputandum."""
ph_p_ptacek_bellissimo_ma_eyDL,!P Bellissimo! Magnifico!,Bellissimo! Magnifico!
ph_p_ptacek_copak_ja_ale__vVrU,"Don't worry about me, but was she happy? She's acting all virtuous, but something tells me she's just playing…","The question is, was she happy? She's acting all virtuous, but something tells me she's just playing…"
ph_p_ptacek_copak_nadelal_hG8V,What's the matter? Are you scared?,"Oh, what's the matter? Are you scared?"
ph_p_ptacek_delam_si_kozy_iuDF,"!P I'm taking the piss, Godwin, I mean sua emineza. You have it right.","I'm yanking your pizzle, Godwin, I mean vostra Eminenza. You've got it right."
ph_p_ptacek_hm_skoda_doce_7u52,"Hmmm, a pity. You'd make for a nice couple…","Hmmm, pity. You'd make a nice couple."
ph_p_ptacek_jakoze_kateri_5utc,"You mean… Katherine? Well, good luck then. I'd be afraid she'd stab me if I tried anything funny.","You mean… Katherine? Well, good luck then. I'd be afraid she'd stab me in the eye if I looked at her the wrong way."
ph_p_ptacek_jen_to_nezaml_BJlr,"Oh, stop evading. You can't get her out of your head, eh?","Oh, stop evading. She got under your skin, eh?"
ph_p_ptacek_kdyz_to_rikas_IfHA,If you say so. Lady Rosa wasn't so sure… I think you owe her an apology.,If you say so. I doubt Lady Rosa was so sure… I think you owe her an apology.
ph_p_ptacek_mozna_se_naro_4qUb,"Bah! !P The Devil may have been born a noble, but he chose to become a dirty raubritter.","Pah! The Devil may have been born a noble, but he chose to become a dirty robber baron."
ph_p_ptacek_neboj_ja_budu_GiR6,"Don't worry, I'll be as silent as the grave! Tell me everything!","Don't worry, I'll be as silent as the grave! Spill it, exaggerate!"
ph_p_ptacek_nic_nic_to_ja_GKQS,"Oh, nothing, I was just jesting.",Nothing! Just saying…
ph_p_ptacek_no_dobre_tak__IQKp,Alright then. But try to understand that he overstepped. Von Bergow will remember that well.,Alright then. But try to understand he simply went too far. Von Bergow will remember that well.
ph_p_ptacek_pff_copak_jse_ZUJe,Did she call the saints' names? Bite? Scratch? Or did she take the whip to you?,"Did she scream, cry… laugh? Bite, scratch? Or did she take a whip to you?"
ph_p_ptacek_rozumim_a_jes_jvsz,"Makes sense. And the Devil could use few more bruises, you did well.",That makes sense. And the Devil could use a few more cuts and bruises. You did the right thing.
ph_p_ptacek_ruthardova_dc_0RCU,Lady Rosa could've burned to death there.,Lady Rosa could've been burned to death there.
ph_p_ptacek_s_tim_na_me_n_gCZ7,"Don't pull that horseshit on me, Henry. I know you well enough to know that if you disagree with an order, you don't give a shit about the commander.","Don't pull that horseshit on me, Henry. I know you well enough to know if you disagree with an order, you don't give a shit about any commander."
ph_p_ptacek_tak_se_presta_GPqk,Just stop making excuses and just admit you wanted to do it…,So stop making excuses and just admit you wanted to do it…
ph_p_ptacek_takze_tu_noc__N1Va,So… The night you and Rosa were here alone…,"So, that night that you and Rosa were here alone…"
ph_p_ptacek_to_je_fakt_al_J4MS,"True enough, but I'd still rather go with you. All I can do here is ogle the gals or listen to Brabant's stories.","True enough, but I'd still rather go with you. The only entertainment I have here is looking at the pretty girls and listening to Brabant's incredible adventures."
ph_p_ptacek_to_je_jedno_n_l6kH,Whatever. Someone like him has no business touching a noble's life.,Whatever. Someone like him has no business threatening a noble's life.
ph_p_ptacek_tobe_to_ale_n_3Vk1,Didn't stop you in Maleshov when you went against the Devil.,That was no obstacle to you in Maleshov when you went against the Devil.
ph_p_ptacek_ty_kance_divi_PMjj,"Oh, you dirty goat! I'm surprised this place's still standing. I mean… If you were even worth anything.",My God! You rutting stag! It's a wonder you didn't bring the whole house down!
ph_p_ptacek_ty_radsi_taky_iGiB,You better be quiet. Why didn't you say something when Zizka wanted to set the tower aflame?,You'd better be quiet. Why didn't you say anything when Zizka wanted to torch the tower?
ph_p_ptacek_vase_eminence_j4QT,"!P Monsignore, mi spiaci, but you've got it backwards.","Monsignore, mi spiaci, but you've got it on back to front."
ph_p_roza_ruth_a_je_to_vi_RWPM,And it shows! Ugh.. Carefully!,And it shows! Oof.. Be careful!
ph_p_roza_ruth_tak_se_dam_QVeJ,"This is not how you carry a lady, you barbarian! Ha!","This is not how one carries a lady, you barbarian! Haha!"
ph_p_roza_ruth_takhle_te__0f1E,"Is that how you carry a lady, you bumpkin?","Is that how you carry a lady, you oaf?"
ph_r_henry_bojoval_jako_z_0ss6,I know a parson who fought in the war and can wield a sword to this day. I trained with him every day in front of the church.,I know a priest who fought in the war and can wield a sword to this day. He trained with it every day in front of the church.
ph_r_henry_chudejm_P9PU,The poor. I'm a country bumpkin myself so I'll stick with my own.,"The poor. I'm just a yokel myself, so I'll stick with my own."
ph_r_henry_chystame_se_se_Q1PZ,I'm going to go explore the underground corridors that lead to the Italian Court. Can you tell me more about them?,I'm going to go explore the underground passages that lead to the Italian Court. Can you tell me more about them?
ph_r_henry_co_jinyho_mi_m_Jdb0,What else could come to mind with you standing her before me?,What else could come to mind with you standing here before me?
ph_r_henry_hadej_uz_nejak_5oi4,What would you say? They took his parish from him and he can be glad it was not worse… He even had a vicar snooping around for a while.,"What do you think? They took his parish from him, and he can be glad it wasn't worse. He even had a vicar snooping around for a while."
ph_r_henry_hloupost_tF3w,Stupidity. Not even all the gold in the world can fix that.,Foolishness. Not even all the gold in the world can fix that.
ph_r_henry_ja_bych_byl_pr_GOka,I'd be in favour of love.  People have died for that…,I'd be in favour of love. A lot of people have died for that…
ph_r_henry_jeden_chodi_za_sQCT,"Oh but they can! One chases women, another likes to drink, a third used to poach when he was young, and a fourth still does.","Oh, but they can! One chases women, another likes to drink, a third used to poach when he was young, and a fourth still does."
ph_r_henry_jo_to_by_k_ni__IZpS,"Yes, that fits her…","Yes, that fits her."
ph_r_henry_jsem_pro_dobre_vDsd,"I'm for good intentions. If we come up with an interesting women, it would be a shame to write her as evil.","I'm for good intentions. If we come up with an interesting woman, it would be a shame to write her as evil."
ph_r_henry_jsem_valecnik_mHKo,I'm a warrior. Things like that are part of the job.,I'm a warrior. Things like that are part of this life.
ph_r_henry_konec_a_Jihl,"How now? The little noblelady wants to be Jan Hus, just younger and prettier?","What's this? The lady wants to be like Jan Hus, just younger and prettier?"
ph_r_henry_konec_d_Kpxy,They made them out to be fools and wretches!,Make them to be fools and wretches!
ph_r_henry_kritika_frateru_OMek,Their hypocrisy bothers me. I've never yet met a parson who wasn't hiding something.,Their hypocrisy bothers me. I've yet to meet a priest who isn't hiding something.
ph_r_henry_kudy_povede_ce_AKy8,Where exactly are the corridors?,Where exactly are the tunnels?
ph_r_henry_meli_ho_za_sve_6f5k,"They thought he was weird, true enough, but otherwise he was popular. He was fair, and helped his parishioners when he could.","They thought he was odd, true enough, but otherwise he was popular. He was fair, and helped his parishioners when he could."
ph_r_henry_mozna_bychom_m_lNUC,Maybe we should try something else...?,Maybe we should try something else?
ph_r_henry_na_rychlou_co_0Lg3,"Well, it sounded like that…","Well, it sounded like that."
ph_r_henry_napada_me_klar_bqb8,Clara comes to mind.,Klara comes to mind.
ph_r_henry_nebudu_si_hrat_fnpE,I'll not pretend to be a saint. I've already snapped a few times and have a few mishaps on my conscience.,I won't pretend to be a saint. I've already snapped a few times and have a few mishaps on my conscience.
ph_r_henry_nerikalas_ze_s_5S2w,Didn't you say I was to come as quickly as possible? So I'm here. And I don't want to waste time…,"Didn't you say I was to come as quickly as possible? Well, here I am. And I don't want to waste time…"
ph_r_henry_nikdo_me_nenap_jXIX,Can't think of anybody… Let's change the subject.,Can't think of anybody. Let's change the subject.
ph_r_henry_nikdo_neni_bez_0s1k,Nobody's perfect… But in my opinion you are certainly brave.,Nobody's perfect. But in my opinion you are certainly brave.
ph_r_henry_nikdy_neni_na__FZTn,It never hurts if a girl is pretty...,It never hurts if a girl is pretty.
ph_r_henry_no_asi_bych_na_Lk4w,"Well, let's think about it some more...","Well, let's think about it some more…"
ph_r_henry_no_jak_myslis__bpuJ,"Well, as you think… I'll leave it up to you.","Well, suit yourself. I'll leave it up to you."
ph_r_henry_no_tak_dobre_c_Vbee,Both? Well fine… And what should I do?,Both? Well fine. And what should I do?
ph_r_henry_o_johance_1Nzo,I wouldn't do it. I knew a girl who in good faith failed to watch her tongue and she almost ended up badly.,"I wouldn't do it. I knew a girl who in good faith failed to watch her tongue, and she almost ended up badly."
ph_r_henry_o_klastere_xdpZ,I myself spent some time at the Sazava monastery among the monks. And it certainly was interesting.,I myself spent some time at the Sasau monastery among the monks. And it certainly was interesting.
ph_r_henry_pojdme_radsi_p_ki7B,We'd better write about something else…,We'd better write about something else.
ph_r_henry_proc_si_vsechn_NbEn,"Why do you make everything about yourself? I thought you wanted to write, not quarrel…","Why do you make everything about yourself? I thought you wanted to write, not quarrel."
ph_r_henry_radsi_jo_Wydl,"Yes, I agree… Better not to try certain things.","Yes, I agree. Better not to try certain things."
ph_r_henry_radsi_najdeme__ctLa,We'd better find a different subject…,We'd better find a different subject.
ph_r_henry_takhle_mluvi_d_iqZ9,but a lady should not speak so.,But a lady should not speak so.
ph_r_henry_taky_ze_jo_vys_kjoo,"That's right. She was interrogated by the Inquisition and even though many people tried to prove her innocence, she didn't escape punishment...","That's what happened. She was interrogated by the Inquisition and even though many people tried to prove her innocence, she didn't escape punishment."
ph_r_henry_takze_mam_se_s_1pEH,"So.. Shall I undress myself, or will you help me with that?","So... should I undress myself, or will you help me with that?"
ph_r_henry_tema_1_fnVN,How about a parson or a priest or vicar? That could be interesting.,How about a priest or a vicar? That could be interesting.
ph_r_henry_tema_2_YBfW,Somebody wealthy. A nobleman or burgher. Although I myself know nothing of such life…,Somebody wealthy. A nobleman or burgher. I don't know that sort of life myself.
ph_r_henry_tema_3_CfYi,"There have already been enough heros, saints, kings and martyrs. So an ordinary person.","There have already been enough heroes, saints, kings and martyrs. So an ordinary person."
ph_r_henry_ten_je_ale_od__eoRX,"The church's still a long way from the Court... If the tunnel has collapsed somewhere, we're out of luck.","The church is quite a long way from the Court... If the tunnel has collapsed anywhere, we're out of luck."
ph_r_henry_to_muzou_tvrdi_XKem,"Only fools say that, jilted halfwits who met girls smarter than themselves…","Only fools say that, jilted halfwits who met girls smarter than themselves."
