localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
prvn_bozetecha_meho_neboz_itvq,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vlasta | preserved token(s) also present in English reference,My Vlasta. It’s been so long since I laid him to rest...,My Vlasta. It’s been so long since I laid him to rest...,Vlasta,French; German; Italian; Portuguese; Spanish; Vietnamese
prvn_bozetecha_nedivim_se_ZccV,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vlasta | preserved token(s) also present in English reference,"Yes, yes. It’s not to everyone’s taste, but honestly, my Vlasta wasn’t the best-smelling either. You know, a tanner.","Yes, yes. Not everyone likes its scent, but honestly, my Vlasta wasn’t the best-smelling either. You know, a tanner.",Vlasta,French; German; Italian; Portuguese; Spanish; Vietnamese
prvn_bozetecha_to_se_vi_z_3Elx,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vlasta | preserved token(s) also present in English reference,"Of course it is! I see it all now! Vlasta always brought me flowers and said, “Kvyetushka, put on your best dress, we’re going dancing!”","Of course it is! I see it all now! Vlasta always brought me flowers and said, “Kvyetushka, put on your best dress, we’re going dancing!”",Vlasta,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_event_poc_ale_nemusi_RRzG,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Barley | preserved token(s) also present in English reference,… No shame in that though. They call me Barley.,… No shame in that though. They call me Barley.,Barley,French; Portuguese; Spanish; Vietnamese
prvn_fridus_ku_no_asi_vis_k5pD,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kuttenberg | preserved token(s) also present in English reference,"Well… as you know, I regularly organise one of the most prestigious events in Kuttenberg.","Well… as you know, I regularly organise one of the most prestigious events in Kuttenberg.",Kuttenberg,Italian; Portuguese; Turkish; Vietnamese
prvn_fridus_ku_zastav_se__7RVj,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tuchmacher | preserved token(s) also present in English reference,"Stop by Tailor Tuchmacher. He’s got a shop on the Town Hall quarter and if you tell him I sent you, he will even give you a better price.","Stop by Tailor Tuchmacher. He’s got a shop on the Town Hall quarter and if you tell him I sent you, he will give you an even better price.",Tuchmacher,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_henry_poslys_ty_foi__BBKI,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Voity | preserved token(s) also present in English reference,"Listen, you Voi... Voity…","Listen, you Voi... Voity…",Voity,Italian; Portuguese; Turkish
prvn_henry_sighale_prece__Vb8W,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: sigh, Burkhard | preserved token(s) also present in English reference",<sigh> But I’m not going to send you to your death... We’ll have to come up with another way to deal with Burkhard.,<sigh> But I’m not going to send you to your death... We’ll have to come up with another way to deal with Burkhard.,sigh; Burkhard,Chineset; Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_henry_tak_jsme_si_za_q5EH,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Elég | preserved token(s) also present in English reference,!P Elég! Enough! At this speed we dead before morning!,"Elég! Enough! Like this drinking, we dead in morning!",Elég,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prvn_malir__doslechl_jsem_W0RT,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Trosky | preserved token(s) also present in English reference,"Someone told me... I heard about it from the locals! Around Trosky, there are still plenty of pagan sites. Maybe you’ve noticed them too, haven’t you?","It told me… that is, I heard about it from the locals! Around Trosky, there are still plenty of pagan sites. Maybe you’ve noticed them too, have you?",Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_ale_pro_tebe_j_QKHT,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Voyta | preserved token(s) also present in English reference,"But for you, I’m simply Voyta. Nothing else is worth mentioning or appropriate to say.","But for you, I’m simply Voyta. Nothing else is worth mentioning or appropriate to say.",Voyta,French; German; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_bylo_to_znamen_INqV,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Burkhard | preserved token(s) also present in English reference,"I realised it was a sign. I couldn’t run, so I started looking for ways to get rid of Burkhard.","I realised it was a sign. I couldn’t run, so I started looking for ways to get rid of Burkhard.",Burkhard,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_co_kdybys_mi_r_D7OA,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Voyta | preserved token(s) also present in English reference,Why don’t you just call me Voyta? It’ll save us both a lot of time.,Why don’t you just call me Voyta? It’ll save us both a lot of time.,Voyta,French; German; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_hahahakdo_by_s_nLyO,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: hahaha | preserved token(s) also present in English reference,<hahaha>Who’d have thought my fairy godmother would be so manly?,<hahaha>Who’d have thought my fairy godmother would be so manly?,hahaha,Chineset; Czech; French; Portuguese
prvn_malir_ja_totiz_burkh_Zkb3,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Burkhard | preserved token(s) also present in English reference,It’s because… I know Burkhard. He’s the old acquaintance I need to meet... <glogloglo>,It’s because… I know Burkhard. He’s the old acquaintance I need to meet... <gluglug>,Burkhard,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_jmenuje_se_bur_wz5P,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Burkhard | preserved token(s) also present in English reference,"His name is Burkhard. A thief, a bandit, and above all, a murderer. There’s been a bounty on his head for quite some time.","His name is Burkhard. A thief, a bandit, and above all, a murderer. There’s been a bounty on his head for quite some time.",Burkhard,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_mam_pocit_jako_zIhV,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Burkhard | preserved token(s) also present in English reference,I feel like someone keeps whispering in my ear! “Burkhard must die! He must die!” Over and over again! I can’t even work anymore!,I feel like someone keeps whispering in my ear! “Burkhard must die! He must die!” Over and over again! I can’t even work anymore!,Burkhard,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_minimalne_tusim_tndM,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Apollonia | preserved token(s) also present in English reference,"Not exactly, unfortunately. They say he’s hiding somewhere in Apollonia, and that was enough for me. I planned to find him by the noise. A gang like that can be heard miles away.","Not exactly, unfortunately. They say he’s hiding somewhere in Apollonia, and that was enough for me. I planned to find him by ear. A gang like that can be heard miles away.",Apollonia,French; Italian; Turkish; Vietnamese
prvn_malir_myslel_jsem_ze_bWEz,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kvyetoslava | preserved token(s) also present in English reference,"I thought I’d find the shrine there, but unfortunately not. No horned head... So I asked the fisherman and tanners down below and found this Kvyetoslava.","I thought I’d find the shrine there, but unfortunately not. No horned head... So I asked the fisherman and tanners down below and found this Kvyetoslava.",Kvyetoslava,French; Italian; Portuguese; Turkish; Vietnamese
prvn_malir_nadchne_se_pau_DGK2,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: sigh | preserved token(s) also present in English reference,"<sigh>It’s... He’s... No, I can’t tell you that.","<sigh>It’s... He’s... No, I can’t tell you that.",sigh,Chineset; Czech; French
prvn_malir_naprosto__ntA0,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vidlak | preserved token(s) also present in English reference,Absolutely! I’ve walked around Vidlak myself. There’s a place on the hill above the pond that’s called the Witch’s Grove.,Absolutely! I’ve walked around Vidlak myself. There’s a place on the hill above the pond that’s called the Witch’s Grove.,Vidlak,French; German; Italian; Portuguese; Turkish; Vietnamese
prvn_malir_ne_a_co_treba__5xKU,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Giotto, Parler | preserved token(s) also present in English reference",No? What about Master Theodoric of Prague? Or Giotto of Florence? And surely you’ve heard of the works of the Parler workshop?,No? What about Master Theodoric of Prague? Or Giotto of Florence? And surely you’ve heard of the works of the Parler workshop?,Giotto; Parler,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_omlouvam_se_O1Xt,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I’m sorry, Henry. I know I’m not giving you many answers, but believe me, I’m telling you everything I can.","I’m sorry, Henry. I know I’m not giving you many answers, but believe me, I’m telling you everything I can.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_ona_o_tom_mist_7axn,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kvyetoslava | preserved token(s) also present in English reference,The woman’s name is Kvyetoslava. She should know something about the shrine.,The woman’s name is Kvyetoslava. She should know something about the shrine.,Kvyetoslava,French; Italian; Portuguese; Turkish; Vietnamese
prvn_malir_po_tom_vsem_co_shop,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Trosky | preserved token(s) also present in English reference,"No, I’m preparing for my final unfinished work here in the Trosky region… A duel to the death.","No, I’m preparing for my final unfinished work here in the Trosky region… A duel to the death.",Trosky,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_malir_pokrci_rameny_Kzsc,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Burkhard | preserved token(s) also present in English reference,"What else can I do? I can’t get him out of my head, and the law clearly doesn’t care! So let God judge us. I’ll challenge Burkhard to a fair duel.","What else can I do? I can’t get him out of my head, and the law clearly doesn’t care! So let God judge us. I’ll challenge Burkhard to a fair duel.",Burkhard,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
