localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
opil_opily_kum_hianyzik_a_4oP0,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Hiányzik, otthonom | preserved token(s) also present in English reference",!P Hiányzik az otthonom…,Hiányzik az otthonom…,Hiányzik; otthonom,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_hobluj_6Pbo,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: beszélj, állandóan, ételről, most, iszunk | preserved token(s) also present in English reference","Ne beszélj állandóan az ételről, most iszik.","Ne beszélj állandóan az ételről, most iszunk.",beszélj; állandóan; ételről; most; iszunk,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_mert_a_kum_538P,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mert, biztosan, mindegyik, kíváncsi, hányásra | preserved token(s) also present in English reference",Mert a Kuman vakukra mindenki kíváncsi!,Mert biztosan mindegyik kíváncsi a kun hányásra!,Mert; biztosan; mindegyik; kíváncsi; hányásra,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_nazdar_HOj1,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Folyton, horgászni, akarsz | preserved token(s) also present in English reference",Még mindig szeretnél horgászni?,Folyton horgászni akarsz?,Folyton; horgászni; akarsz,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_nem_hibazt_2xJd,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: tehetek, róla, olyan, hirtelen, jött","Nem hibáztathatom, nekem nem sikerült!","Nem tehetek róla, olyan hirtelen jött!",tehetek; róla; olyan; hirtelen; jött,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_nem_mintha_dQrB,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Nehogy, megint, belehányj, ágyamba | preserved token(s) also present in English reference",Nem mintha megint az én ágyamban fekszel le!,Nehogy megint belehányj az ágyamba!,Nehogy; megint; belehányj; ágyamba,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_pojd_si_po_v3c6,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Szóval, megint, iszunk | preserved token(s) also present in English reference",Szóval ma megint iszunk?,Szóval ma megint iszunk?,Szóval; megint; iszunk,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_regota_tak_f39t,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Moshattam, órákig, tóban | preserved token(s) also present in English reference",Régóta takarítottam a tóban.,Moshattam órákig a tóban.,Moshattam; órákig; tóban,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_tak_dobre_jBmx,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ilyen, tempóval, nemsokára, lesz | preserved token(s) also present in English reference",Ebben a tempóban egy ideig nem lesz semmink.,Ilyen tempóval nemsokára már nem lesz mit.,Ilyen; tempóval; nemsokára; lesz,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_taky_by_me_Nl4s,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: érezzük, magunkat | preserved token(s) also present in English reference",Nem érezzük jól magunkat itt?,Nem érezzük itt jól magunkat?,érezzük; magunkat,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_vasko_eleg_volt_ebbo_C1QC,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Elég, volt, ebből, beszédből, Inkább, igyál | preserved token(s) also present in English reference",Elég volt ebből a beszédből. Inkább igyál.,Elég volt ebből a beszédből. Inkább igyál.,Elég; volt; ebből; beszédből; Inkább; igyál,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_hja_pozdra_jSra,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hahá, üdvözletem, alvilági, démonoknak | preserved token(s) also present in English reference","Hahá, add át üdvözletem az alvilági démonoknak!","Hahá, add át üdvözletem az alvilági démonoknak!",Hahá; üdvözletem; alvilági; démonoknak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_kdo_dalsi__qQKU,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: akar, sírra, pisálni | preserved token(s) also present in English reference",Ki akar még sírra pisálni?,Ki akar még sírra pisálni?,akar; sírra; pisálni,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_kurva_chce_KB71,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: akarod, szopni, Erlik, farkát | preserved token(s) also present in English reference",Te is le akarod szopni Erlik farkát!,Te is le akarod szopni Erlik farkát!,akarod; szopni; Erlik; farkát,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_kurva_nene_kOXt,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: hagyjátok, hogy, meglépjen | preserved token(s) also present in English reference","Ne hagyjátok, hogy meglépjen!","Ne hagyjátok, hogy meglépjen!",hagyjátok; hogy; meglépjen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_prospi_se__SnZf,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Eridj, aludni, rohadék | preserved token(s) also present in English reference","Eridj aludni, te rohadék!","Eridj aludni, te rohadék!",Eridj; aludni; rohadék,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_tak_to_bys_95V2,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: akkor, ennyi, volna | preserved token(s) also present in English reference",Hát akkor ennyi volna.,Hát akkor ennyi volna.,akkor; ennyi; volna,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_kuman_kom_u_erlikovy_QWOs,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Erlik, seggére, lenyomok, egyet | preserved token(s) also present in English reference","Erlik seggére, lenyomok még egyet!","Erlik seggére, lenyomok még egyet!",Erlik; seggére; lenyomok; egyet,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_oponent_p_ddd_ohEZ,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: aber, mach, keinen, Ärger | preserved token(s) also present in English reference","!P Gut, aber keinen Scheiss, Mann!","Gut, aber mach keinen Ärger!",aber; mach; keinen; Ärger,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_oponent_p_mistes_gad_2Q6h,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mishtes, gadjo, mishtes | preserved token(s) also present in English reference","!T Mishtes, gadjo, mishtes…","Mishtes, gadjo, mishtes…",Mishtes; gadjo; mishtes,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_oponent_s_achtung_er_Jmhg,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Achtung, schießt | preserved token(s) also present in English reference",!P Achtung! Er schiesst!,Achtung! Er schießt!,Achtung; schießt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_oponent_s_scheiss_dr_zVQt,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Scheiß, drauf | preserved token(s) also present in English reference",!P Scheiss drauf!,Scheiß drauf!,Scheiß; drauf,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_oponentov_ted_ses_mr_gazQ,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Most, halott, vagy | preserved token(s) also present in English reference",Most már halott vagy!,Most már halott vagy!,Most; halott; vagy,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_soldier_k_fertig_du__VgJI,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: war’s, Bastard | preserved token(s) also present in English reference","!P Fertig, du Bastard!","Das war’s, du Bastard!",war’s; Bastard,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_soldier_k_fertig_wer_OkRK,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Fertig, Nächste | preserved token(s) also present in English reference",!P Fertig! Wer ist der Nächste?!,Fertig! Wer ist der Nächste?!,Fertig; Nächste,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_soldier_k_ha_ha_fahr_xDss,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: fahr, Hölle | preserved token(s) also present in English reference","!P Ha ha, Fahr zur Hölle!","Ha ha, fahr zur Hölle!",fahr; Hölle,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opon_soldier_k_noch_ein_s_EMkU,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Noch, Scheißkerl | preserved token(s) also present in English reference",!P Noch ein Scheisskerl?,Noch ein Scheißkerl?,Noch; Scheißkerl,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
