localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
prat_pratelsky_eh_est_ist_iPns,"Eh, est ist chamr...","Eh, est ist chamr...",Eh; est; ist; chamr,est; ist; chamr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
hosp_hospodska_ejn_cvej_d_Pziy,"Eyns, tsvey, dray… How many were there?","!P Eyns, tsvey, dray... How many were there?",Eyns; tsvey; dray,eyns; tsvey; dray,Chineses; Chineset; French; German; Italian; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,11,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
bark_kuman_na__narvu_ti_h_Ve6i,Feldugom a fejed a seggedbe!,Feldugom a fejed a seggedbe!,Feldugom; a; fejed; seggedbe,feldugom; fejed; seggedbe,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,52,no,,dense_two_very_strong_preserved_tokens
gree_pozdrav_m_gru_dich_w_jk1D,Grüß dich! Was wünschst du?,Grüss dich! Was wünschst du?,Grüß; dich; Was; wünschst; du,grüss; dich; wünschst,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
dlc2_pozdrav_m_gruss_gott_48YB,"Grüß Gott, Meister Heinrich!","Grüss Gott, Meister Heinrich!",Grüß; Gott; Meister,grüss; gott; meister,Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
rozh_kupec_vel_jo_proc_ne_ninO,"Gut, warum nicht?","Gut, warum nicht?",Gut; warum; nicht,gut; warum; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
kuma_kuman_vol_pojdte_sem_hIzK,"Gyertek ide! Ide, gyorsan!","Gyertek ide! Ide, gyorsan!",Gyertek; ide; Ide; gyorsan,gyertek; ide; gyorsan,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,52,no,,dense_two_very_strong_preserved_tokens
menh_menhart_z_he_he_ich__aeOn,Haha! Ich weiss es! I am making fun of you. Entschuldige!,Haha! Ich weiss es! I am making fun of you. Entschuldige!,Haha; Ich; weiss; es; Entschuldige,ich; weiss; entschuldige,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
rezy_else_hm_to_je_pravda_4Y6W,"Hm, das stimmt. Anton is a haughty cockscomb and deserves a slap on the wrist.","Hm, das stimmt = Hm, that's true. Anton is a haughty cock and deserves a slap on the wrist.",Hm; das; stimmt; Anton,das; stimmt; anton,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.250,0.375,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
o_zi_prokop_el_hm_warum_n_SmU6,"Hmm, warum nicht ... And you have never seen a foundry, lad?","!P Hmm, warum nicht... And you've never seen a foundry, lad?",Hmm; warum; nicht,hmm; warum; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.286,0.429,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
arne_arne_nemec_nechci_mo_mUa4,"I do not want to say much. Nur, Menhard has me alles … beigebracht … taught me.","!P I do not want to say much. Einfach, Menhard has me alles... beigebracht... taught me.",Nur; Menhard; me; alles; beigebracht,nur; menhard; alles; beigebracht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.125,0.500,11,52,yes,,dense_three_strong_preserved_tokens; english_reference_differs
henr_menhart_z_verstehen__YdU2,"Ich verstehe, Ratsherr. Yes.","Ich verstehe, Ratsherr. Yes.",Ich; verstehe; Ratsherr,ich; verstehe; ratsherr,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
mist_cechmistr_je_kovar_m_lXsD,"Is Martin the blacksmith really your father, junger Mann?","!P Is Martin the blacksmith really your father, jünge Mann?",Martin; junger; Mann,martin; junger; mann,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.500,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
menh_menhart_z_je_dobre_z_7vIm,It is good we do not have to leave the town or pay any Geld to those fools. That would be... eine Schande... a disgrace.,It is good we do not have to leave the town or pay any Geld to those fools. That would be... eine Schande... a disgrace.,Geld; eine; Schande,geld; eine; schande,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.273,0.273,14,52,no,german,signal_supported_two_token_preservation; signal_support
lore_event_tab_ja_ich_hab_zPeW,"Ja, ich habe etwas, but not much of my wares survived.","Ja, ich habe etwas, but not much of my wares survived.",Ja; ich; habe; etwas,ich; habe; etwas,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
ulri_event_tab_es_geht_al_kXeW,"Ja, ja! Es geht also los?","Ja, ja! Es geht also los?",Ja; ja; Es; geht; also; los,geht; also; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,26,52,no,,dense_two_very_strong_preserved_tokens
poly_volf_jezismarja_vole_x5AY,"Ježišmarja, vole! This is nerve-wracking, ty pičo.","Jesus Christ, mate, this is nerve-racking, bloody hell.",Ježišmarja; vole; ty; pičo,ježišmarja; vole; pičo,Chineses; Chineset; Czech; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish,15,6,9,0.750,0.750,11,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
posl_event_hla_chasoch_sf_mxiT,"Khashokh sfoseykha, khamer!","!P Chašoch sfosejcha, Chamr!",Khashokh; sfoseykha; khamer,khashokh; sfoseykha; khamer,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,11,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
reak_kuman_kom_diky_slito_89e1,"Köszönöm, irgalmas Szűzanyám, köszönöm!","Köszönöm, irgalmas Szűzanyám, köszönöm!",Köszönöm; irgalmas; Szűzanyám; köszönöm,köszönöm; irgalmas; szűzanyám,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,52,no,,dense_two_very_strong_preserved_tokens
leka_lekarnik__mein_gott__1Puf,"Mein Gott! Milushka, you dance just like a young girl.","!P Mein Gott! Milushka, you dance just like a young girl.",Mein; Gott; Milushka,mein; gott; milushka,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.250,0.375,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
dial_stalker_coze_nerozum_0cd7,Mi van? Nem értem.,Mi van? Nem értem.,Mi; van; Nem; értem,van; nem; értem,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
jind_stalker_mit_jelent_a_WjO1,"Mit jelent az, hogy a ""spying on""?","Mit jelent az, hogy a ""spying on""?",Mit; jelent; az; hogy; a,mit; jelent; hogy,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,14,52,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
kuma_spizovaci_proc_tu_je_9QZn,Mit ácsorogsz itt?,Mit ácsorogsz itt?,Mit; ácsorogsz; itt,mit; ácsorogsz; itt,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
jan__jan_sindel_moji_kopi_mFZa,My copy of Oresmo's Le Livre Du Ciel et Du Monde and my astrolabe?,My copy of Oresmo's Le Livre Du Ciel et Du Monde and my astrolabe?,Le; Livre; Du; Ciel; et; Monde,livre; ciel; monde,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,26,52,no,,dense_two_very_strong_preserved_tokens
gree_pozdrav_n_boze_co_po_3BCG,"My God! What do you want from me, you bounder?","My God! What do you want from me, you bounder?",My; God; What; do; you; want; from; me; bounder,god; want; bounder,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,52,no,,dense_two_very_strong_preserved_tokens
mist_cechmistr_nein_to_ja_8IDl,"Nein, thank you, mein Freund!","Nein, thank you, mein Freund!",Nein; mein; Freund,nein; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
uvod_arne_nemec_kein_stre_bJFB,"Nicht nötig! Armour or not, we are the better Fechters.","!P Kein Stress! !P Armour or not, we are the better Fechters.",Nicht; nötig; Fechters,nicht; nötig; fechters,Chineses; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.400,0.600,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
idle_kuman_mlu_ses_v_prde_qoSB,Now you're fucked! Fucked!,Now you're fucked! Fucked!,Now; you're; fucked; Fucked,now; you're; fucked,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,24,52,no,,dense_two_very_strong_preserved_tokens
kate_hejtman_f_ale_na_tom_UEsl,Oh nothing... Das ist egal.,Oh nothing... Das ist egal.,Das; ist; egal,das; ist; egal,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_bu_oh_mein_go_ZkSb,"Oh, mein Gott! Nein!","Oh, mein Gott! Nein!",Oh; mein; Gott; Nein,mein; gott; nein,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
kupec_cechmistr_eh_copak__Tw48,"Oh, verstehst du das nicht? It was King Wenceslas who made him his official. It’s to him he owes everything!","Oh, Verstehst du das nicht? It was King Wenceslas who made him his official. It’s to him he owes everything!",Oh; verstehst; du; das; nicht,verstehst; das; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.300,0.300,14,52,no,german,signal_supported_two_token_preservation; signal_support
rozh_hospodsky_nebo_to_z__oIAh,"Or maybe it looked like I was feeling her up from a distance, Ich weiß es nicht.","Or maybe it looked like I was feeling her up from a distance, Ich weiß es nicht.",Ich; weiß; es; nicht,ich; weiss; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.375,0.375,14,52,no,german,signal_supported_two_token_preservation; signal_support
prat_pratelsky_oy_ich_faj_TUHo,"Oy, Ich fajfe darojf!","Oy, Ich fajfe darojf!",Oy; Ich; fajfe; darojf,ich; fajfe; darojf,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
kupec_cechmistr_pche_das__klYG,"Pch, das ist ungeheuerlich...","Pch, das ist ungeheuerlich...",Pch; das; ist; ungeheuerlich,das; ist; ungeheuerlich,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
jind_menhart_z_ale_prosim_vRaH,"Take the pieces and put them so nice back together. Das ist einfach, ja?","Take the pieces and put them so nice back together. Das ist einfach, ja?",Das; ist; einfach; ja,das; ist; einfach,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.333,14,52,no,german,signal_supported_two_token_preservation; signal_support
obra_obrance_h_zebriky_sh_RE3l,The ladder! Fend off the ladder!,The ladder! Fend off the ladder!,The; ladder; Fend; off; the,ladder; fend; off,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,52,no,,dense_two_very_strong_preserved_tokens
menh_menhart_z_pak_my_pri_rLYf,"Then we will come and accept this challenge. They will have to fight gegen uns, otherwise it will be eine grosse Schande. A disgrace!","Then we will come and accept this challenge. They will have to fight genen uns, otherwise it will be ein grosse Schande. A disgrace!",gegen; uns; eine; grosse; Schande,uns; grosse; schande,Chineses; Chineset; Czech; French; German; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.182,0.273,13,52,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
prov_kuman_pro_se_mnou_se_wbOo,Velem ne akarj szórakozni...,Velem ne akarj szórakozni...,Velem; ne; akarj; szórakozni,velem; akarj; szórakozni,Chineses; Chineset; Czech; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,czech,dense_two_very_strong_preserved_tokens; signal_support
neme_udo_aus_t_verdammt_n_l1su,Verdammt noch mal!,Verdammt noch mal!,Verdammt; noch; mal,verdammt; noch; mal,Chineses; Chineset; Czech; French; German; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
kupec_cechmistr_verdammt__Z88V,"Verdammt, mein Bruder, you surely cannot mean this seriously?","Verdammt, mein Bruder, you surely cannot mean this seriously?",Verdammt; mein; Bruder,verdammt; mein; bruder,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.429,0.429,14,52,no,german,signal_supported_two_token_preservation; signal_support
free_obet_reag_ze_zavolam_V28V,Vichinava mire romes!,!T Vichinava mire romes!,Vichinava; mire; romes,vichinava; mire; romes,Chineses; Chineset; Czech; German; Korean; Polish; Portuguese; Russian; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,11,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
teor_cechmistr_mozna_prec_HnpW,Vielleicht ein wenig…,Vielleicht ein wenig…,Vielleicht; ein; wenig,vielleicht; ein; wenig,Chineses; Chineset; Czech; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
brab_brabant_r_ty_pitomej_IJwZ,Vieux prêtre imbécile !,You foolish old priest!,Vieux; prêtre; imbécile,vieux; prêtre; imbécile,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,11,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
diva_divak_bar_zatracene__JCUv,"What the hell was that? And I wagered on you, you prick!","What the hell was that? And I wagered on you, you prick!",What; the; hell; was; that; And; I; wagered; on; you; prick,hell; wagered; prick,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,52,no,,dense_two_very_strong_preserved_tokens
diva_divak_bar_kde_si_to__oXvA,Where did you learn this? To mess it up like this!,Where did you learn this? To mess it up like this!,Where; did; you; learn; this; To; mess; it; up; like,learn; mess; like,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,52,no,,dense_two_very_strong_preserved_tokens
gree_pozdrav_m_ziiiv_so_r_ULbg,"Yawn... So rodes, goro?","!T Yawn... So rodes, goro?",Yawn; So; rodes; goro,yawn; rodes; goro,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,1.000,15,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
gree_pozdrav_z_ziiiv_so_r_Jvs7,"Yawn... So rodes, goro?","!T Yawn... So rodes, goro?",Yawn; So; rodes; goro,yawn; rodes; goro,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,1.000,15,52,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
opon_kuman_kom_kurva_kono_TWAK,"You got what you wanted, sheep-shagger!","You got what you wanted, sheep-shagger!",You; got; what; you; wanted; sheep-shagger,got; wanted; sheep-shagger,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,52,no,,dense_two_very_strong_preserved_tokens
menh_menhart_z_to_by_gewi_moUJ,"You should, auf jeden Fall.","You should, auf jeden Fall.",auf; jeden; Fall,auf; jeden; fall,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
