localization_key,English_reference,Chineses_display,Chineset_display,Czech_display,English_display,French_display,German_display,Italian_display,Japanese_display,Korean_display,Polish_display,Portuguese_display,Russian_display,Spanish_display,Turkish_display,Ukrainian_display,Vietnamese_display
gree_pozdrav_n_kannst_du__OQw5,"!P Kannst du nicht waschen, Schwein?!","Kannst du nicht waschen, Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du nicht waschen, Schwein?!","Kannst du nicht waschen, Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du nicht waschen, Schwein?!","¡¿Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!","Kannst du dich nicht waschen, du Schwein?!"
fano_ztracena__do_nej_pan_cmSD,"Kapd el őket, Garbow büszkesége!","Kapd el oket, Garbow buszkesége!","Kapd el oket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","¡Kapd el őket, Garbów büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!","Kapd el őket, Garbow büszkesége!"
kuma_npc_reagu_sundame_ho_18lI,Let's take him down! Follow me!,Kapjuk el ot!,Kapjuk el ot!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt !,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!,Kapjuk el őt!
kuma_npc_reagu_sejmem_ho_k5VN,Let's get him!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el !,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!,Kapjuk el!
zizk_samuel_xx_OouJ,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno benecha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-enejcha!,Karno be-eneykha!,Karno be-eneykha!,¡Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!,Karno be-eneykha!
npc__npc_utika_karno_beej_W1fF,Karno be-ejnecha!,Karno be-eynekha! （吃屎去吧！）,Karno be-ejnecha!（吃屎吧！）,Karno be-ejnecha!,Karno be-eynekha!,Karno be-eynekha !,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-ejnecha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!,Karno be-eynekha!
posl_event_hla_karno_beej_iGNR,!P Karno be-ejnecha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-ejnecha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-ejnecha! Mamzer!,Karno be-ejnecha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Karno be-eynekha! Mamzer!,Карно бе-ейнеха! Мамцер!,Karno be-eynekha! Mamzer!
posl_event_hla_karno_beej_iUck,!P Karno be-ejnecha! Mamzer!,"Karno be-eynekha, mamzer!",Karno be-ejnecha! Mamzer!,"Karno be-ejnecha, mamzer!","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer !","*Karno be-eynekha, mamzer!*","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer!","Karno be-ejnecha, mamzer!","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer!","Karno be-eynekha, mamzer!","Кіш мір ін тухес, мамцер!","Karno be-eynekha, mamzer!"
sest_stalker_katerinu_ta__NSX2,"Katherine? Ő az enyém, érted? Csak az enyém!",Katherine？O az enyém， érted？Csak az enyém！,"Katherine? O az enyém, érted? Csak az enyém!","Kateřinu? Ő az enyém, érted? Csak az enyém!","Katherine? Ő az enyém, érted? Csak az enyém!","Katherine ? Ő az enyém, érted ? Csak az enyém !","Katherina? Ő az enyém, érted? Csak az enyém!","Katherine? Ő az enyém, érted? Csak az enyém!",（キャサリン？  彼女は俺のものだ  わかったか？<br/>俺だけのものだ！）,"카테리나? Ő az enyém, érted? Csak az enyém!","Katarzyna? Ő az enyém, érted? Csak az enyém!","Katherine? Ő az enyém, érted? Csak az enyém!","Катерину? Ő az enyém, érted? Csak az enyém!","¿Katherine? ¿Ő az enyém, érted? ¡Csak az enyém!","Katherine? Ő az enyém, érted? Csak az enyém!","Катерина? Ő az enyém, érted? Csak az enyém!","Katherine? Ő az enyém, érted? Csak az enyém!"
vyvo_vyvolavan_einkaufen__QRDo,"Einkaufen! Einkaufen! Ich schliesse bald... Komm und Einkaufen, Liute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!（快來買！我就要關門了……各位快來買啊！）","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald ... Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald… Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald… Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","¡Kauft ein, kauft ein! Ich schließe bald… ¡Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald ... Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!"
pozd_sousedsky_lacho_dives_TamD,"!T Kay djan, bibi?","Kay djan, bibi?","Kay djan, bibi?","Kaj džan, bibi?","Kay djan, bibi?","Kay djan, bibi ?","Kay djan, bibi?","Kay djan, bibi?","Kay djan, bibi?","Kay djan, bibi?","Kaj dżan, bibi?","Kay djan, bibi?","Kay djan, bibi?","¿Kay djan, bibi?","Kay djan, bibi?","Kay djan, bibi?","Kay djan, bibi?"
pozd_sousedsky_mi_del_o_d_JWie,"!T Kay djan, djuvliye?","Kay djan, djuvliye?","Kay djan, djuvliye?","Kaj džan, džuvľije?","Kay djan, djuvliye?","Kay djan, djuvliye ?","Kay djan, djuvliye?","Kay djan, djuvliye?","Kay djan, djuvliye?","Kay djan, djuvliye?","Kaj dżan, dżuwli?","Kay djan, djuvliye?","Kay djan, djuvliye?","¿Kay djan, djuvliye?","Kay djan, djuvliye?","Kay djan, djuvliye?","Kay djan, djuvliye?"
gree_pozdrav_m_sar_sal_Kc8M,"!T Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kaj džas, goro? Pal soste džal?","Kay djas, goro? Pal soste djal?","Kay djas, goro ? Pal soste djal ?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kaj dżas, goro? Pal soste dżal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","¿Kay djas, goro? ¿Pal soste djal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?","Kay djas, goro? Pal soste djal?"
gree_pozdrav_z_kaj_dzas_g_yYVp,"!T Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kaj džas, goro? Pal soste džal?","Kay djas, goro? Pal soste djas?","Kay djas, goro ? Pal soste djas ?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kaj dżas, goro? Pal soste dżal?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","¿Kay djas, goro? ¿Pal soste djas?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?","Kay djas, goro? Pal soste djas?"
gree_pozdrav_m_ci_kaj_dza_tAGy,"!T Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kaj džas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro ? Sar sal ?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kaj dżas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","¿Kay djas, goro? ¿Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?","Kay djas, goro? Sar sal?"
gree_pozdrav_m_kaj_dzas_g_g38B,"!T Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kaj džas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kaj dżas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","¿Kay djas, goro? ¿So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?","Kay djas, goro? So rodes?"
pozd_npc_zdrav_kaj_dzas_m_N3uw,"!T Kay djas, more?","Kay djas, more?","Kay djas, more?","Kaj džas, more?","Kay djas, more?","Kay djas, more?","Kay djas, more?","Kay djas, more?","Kay djas, more?","Kay djas, more?","Kaj dżas, more?","Kay djas, mais?","Kay djas, more?","¿Kay djas, more?","Kay djas, more?","Kay djas, more?","Kay djas, more?"
pozd_sousedsky_mi_del_o_d_KKjo,"!T Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kaj džas, Romeja?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kaj dżas, Romnyle?","Kay djas, Romnyie?","Kay djas, Romnyie?","¿Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?","Kay djas, Romnyie?"
hled_npc_hleda_kam_zmizel_S742,!T Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kaj hino? Teď tu musel bejt!,Kay hino? Akanak sas aday!,Kay hino ? Akanak sas aday !,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kaj hino? Akanak sas adaj!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,¿Kay hino? ¡Akanak sas aday!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!,Kay hino? Akanak sas aday!
npc__npc_neroz_kde_ses_de_38VJ,"!T Kay sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!","Jak sal, tu mogul?","Kay sal, tu mogul!","Kay sal, tu mogul !","Kay sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!","Kaj sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!","¡Kay sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!","Kay sal, tu mogul!"
rozp_npc_rozpo_kde_ses_ku_mRmx,"!T Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kaj sal, kurva?","Kay sal, tu rikono?!","Kay sal, tu rikono ? !","Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kaj sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!","¡¿Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!","Kay sal, tu rikono?!"
rozp_npc_rozpo_kde_ses_uk_DdQr,!T Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kaj sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kaj sal? Aw arde!,Kay sal? Av arde!,Kay sal? Av arde!,¿Kay sal? ¡Av arde!,Kay sal? Av arde!,Kay sal? Av arde!,Kay sal? Av arde!
diva_divak_bar_kde_si_to__vRVI,,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,### FATAL ERROR: RESPONSE NOT TRANSLATED ###,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!,Kde si to viděl? Takhle to zvorat!
reak_kutnohors_kdybys_rad_5XVM,,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!,Kdybys radši doma seděl!
dost_kuman_dos_slitovna_t_dsPk,Kegyes Szűzanya!,Kegyes Szuzanya!,Kegyes Szuzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!,Kegyes Szűzanya!
vyzv_menhart_z_kein_probl_YAI6,"Kein Problem, Arne!","Kein Problem, Arne!（没问题的，阿耳涅！ ）","Kein Problem, Arne!（沒問題的，亞納！）","Kein Problem, Arne!","Kein Problem, Arne!","Kein Problem, Arne !","Keine Sorge, Arne!","Kein Problem, Arne!",（問題ない  アルネ！）,"Kein Problem, Arne!","Kein Problem, Arne!","Kein Problem, Arne!","Kein Problem, Arne!","¡Kein Problem, Arne!","Kein Problem, Arne!","Kein Problem, Арне!","Không vấn đề gì, Arne!"
meni_soldier_s_keine_chan_WwtM,!P Keine Chance!,Keine Chance! （想都别想！）,Keine Chance!（想都別想！）,Keine Chance!,Keine Chance!,Keine Chance!,Du bist dran!,Keine Chance!,（容赦しないぞ！）,Keine Chance!,Keine Chance!,Keine Chance!,Keine Chance!,¡Keine Chance!,Keine Chance!,Keine Chance!,Keine Chance!
spol_soldier_k_keine_gnade_NRUX,!P Keine Gnade!,Keine Gnade! （绝不手软！）,Keine Gnade!（絕不手下留情！）,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!,¡Keine Gnade!,Keine Gnade!,Keine Gnade!,Keine Gnade!
hosp_hospodyne_keine_sorg_pHMB,"!P Keine Sorge Madchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge…","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge…","Keine Sorge, Mädchen, Keine Sorge ...","Keine Sorge Mädchen, Keine Sorge…","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge…","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge…","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge...","Keine Sorge Mädchen, Keine Sorge..."
npc__npc_vidi__keine_sorge_6lF4,Keine Sorge!,Keine Sorge!（别慌！）,Keine Sorge!（別怕！）,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!,¡Keine Sorge!,Keine Sorge!,Keine Sorge!,Keine Sorge!
vyzv_menhart_z_keine_sorg_D3kr,"Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.（别担心，阿耳涅。 我们会赢的。 ）","Keine Sorge, Arne. Wir können es schaffen.（別擔心，亞納。我們會贏的。）","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.",（心配するな  アルネ  俺たちならやれる）,"Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Арне. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen.","Keine Sorge, Арне. Wir können es schaffen.","Keine Sorge, Arne. Wir können es schaffen."
idle_kuman_mlu_obklicte_ho_Im2k,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!,Kerítsétek be!
idle_kuman_mlu_pozor_ueXp,"Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!","Ketten vagyunk, kicsináljuk!"
kuma_basan_com_kettevaglak_xf5k,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!,Kettéváglak!
idle_kuman_mlu_dva_na_jed_NRZj,"Kettő az egy ellen, kutyák?!","Ketto az egy ellen, kutyák?!","Ketto az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!","Kettő az egy ellen, kutyák?!"
opil_opily_kum_rosszul_va_7hZw,Rosszul vagyok.,Kezdek rosszul lenni.（我开始感觉有点不舒服了。）,Kezdek rosszul lenni.（我的身體開始有點不舒服了。）,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,（病気になりそうだ）,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.,Kezdek rosszul lenni.
free_obet_reag_dopici_to__vNrE,!T Khas kar! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,Chas kar! Maj man chudľal.,Khas kar! May man khudlal.,Khas kar ! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,Chas kar! Maj man chudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,¡Khas kar! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.,Khas kar! May man khudlal.
vajd_vajda_kurda_slaka_KkTC,Fuck!,Khas mro kar! (妈的！),Khas mro kar! (媽的！),Chas miro kar!,Khas mro kar!,Khas mro kar !,Khas mro kar!,Khas mro kar!,（クソ！）,젠장!,Chas mro kar!,Khas mro kar! Merda!,Khas mro kar!,¡Khas mro kar!,Khas mro kar!,Khas mro kar!,Khas mro kar!
npc__npc_vidi__chas_tu_mi_CrrE,!T Khas tu miri bul!,Khas tu miro kar!,Khas tu miro kar!,Chas tu miro kar!,Khas tu miro kar!,Khas tu miro kar !,Khas tu miro kar!,Khas tu miro kar!,Khas tu miro kar!,Khas tu miro kar!,Chas tu miro kar!,Khas tu miro kar!,Khas tu miro kar!,¡Khas tu miro kar!,Khas tu miro kar!,Khas tu miro kar!,Khas tu miro kar!
spol_utok_na_m_pro_kristo_HO45,Christ's wounds…,Khas ve-sholem（上帝保佑）!,我的天啊！,Chas ve-šolem!,Khas ve-sholem!,Khas ve-sholem!,Khas ve-sholem!,Khas ve-sholem!,ちくしょう！,Khas ve-sholem!,Chas we-szolem!,Khas ve-sholem!,Khas ve-sholem!,¡Khas ve-sholem!,Khas ve-sholem!,Khas ve-sholem!,Khas ve-sholem!
zizk_samuel_xx_BSz4,Khashof sfoseykha!,Khashokh sfoseykha!,Khashof sfoseykha!,Chašof sfosejcha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Chaszoch sfosejcha!,Khashokh sfoseykha!,Khashokh sfoseykha!,¡Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!,Khashokh sfoseykha!
